,Trained_Year,Based_On,Year,Month,Actual_value,Predicted_value,Accuracy
274,2013,Holt-Winters' additive method,2015,01-10-2015,1485.756646,1455.334469,0.979524119
275,2013,Holt-Winters' additive method,2015,01-11-2015,1571.134384,1619.209698,0.96940089
276,2013,Holt-Winters' additive method,2015,01-12-2015,1965.386745,1908.262951,0.970935087
277,2013,Holt-Winters' additive method,2016,01-01-2016,1468.391614,1540.309915,0.951022398
278,2013,Holt-Winters' additive method,2016,01-02-2016,1202.601797,1298.844151,0.919971553
279,2013,Holt-Winters' additive method,2016,01-03-2016,1493.370473,1485.037354,0.994419925
280,2013,Holt-Winters' additive method,2016,01-04-2016,1276.321496,1380.118298,0.918675034
281,2013,Holt-Winters' additive method,2016,01-05-2016,1217.321543,1316.748303,0.918323339
282,2013,Holt-Winters' additive method,2016,01-06-2016,1182.128779,1312.32554,0.889862455
283,2013,Holt-Winters' additive method,2016,01-07-2016,1395.204644,1255.319698,0.899738761
284,2013,Holt-Winters' additive method,2016,01-08-2016,1231.507862,1293.621773,0.949562717
285,2013,Holt-Winters' additive method,2016,01-09-2016,1377.947097,1375.914019,0.998524561
286,2013,Holt-Winters' additive method,2016,01-10-2016,1439.062829,1470.433234,0.978200809
287,2013,Holt-Winters' additive method,2016,01-11-2016,1594.208192,1634.308463,0.974846277
288,2013,Holt-Winters' additive method,2016,01-12-2016,1935.742292,1923.361716,0.993604223
