Month,Beer production,Beer price,Nominal Cider/Perry Price,Nominal Spirits Price,Cider/Perry Volume,Wine Volume,Spirits Volume,Unemployment rate,Unemployment Female PCT,Unemployment Male PCT,Employment rate,Employment Male PCT,Employment Female PCT,Employment to population ratio 15+ ,Money Supply,Currency in Circulation,Customs and import tax,Taxes on goods and services,Total Excise ,Wine Equalistaion Tax,Global events,Festivals,Holiday flags,No. of festive days in the month,No.of working days,Number of Tourists 1wk<,Number of Tourists 1-2 wks,Number of Tourists 2wks-1mth,Number of Tourists 1-2mths,Number of Tourists 2-3mths,Number of Tourists 3-6mths,Number of Tourists 6-12mths,Season ,"System Shocks - RTD tax, CDS, GST, Sydney LockOut Laws etc.",Elections,PMI,FAI Evolution,Real Estate Investment,GDP ,GDP per capita,GDP per capita growth,GDP Growth rate,Private Sector Expenditure,Cash Consumption Expenditure,Government Expenditure,Total Exports,Total Imports,Balance of Import and Export,CPI,Inflation PCT,Total Import and Export,Population NSW,Population VIC,Population QLD,Population SA,Population WA,Population TAS,Population NT,Population ACT,Population Australia,Population by Gender,Average Income,GDP USD,Income 10th percentile,Income 20th percentile,Income 30th percentile,Income 40th percentile,Income 50th percentile,Income 60th percentile,Income 70th percentile,Income 80th percentile,Income 90th percentile,Government Revenue ,FDI Investment Utilized,Urbanization rate,WPI,GDP deflator,Urban population,Urban population PCT growth,Total Population,LDA Population,Population Under 18,Population in age bracket 18 - 24,Population in age bracket 25 - 34,Population in age bracket 35 - 44,Population in age bracket 45 - 54,Population in age bracket 55 - 64,Population in age bracket 65 - 74,Population in age bracket 75 - 84,Population in age bracket 85 - 100,Women Consumers,On-premise / Off-premise Split,Total expenditure ,PCT of population born locally,Output of Beer,Output of Cider/ Perry,Output of RTDs/ High Strength Premixes,Output of Spirits,Output of Wine,Output of Soft Drinks,Disposable Income,Weighted Temp
02-01-2012,1271.618161,4.929352,7.987404,,3664.798096,,,0.058577357,0.06138033,0.056224644,0.615359205,0.680550771,0.55201452,0.651924121,114.9668,52364.26494,507.78,7299.916,1810.202,84.996,0,0,0,0,21,94200,168900,139800,52500,14200,14800,11700,2,0,0,49.45,71418,23454,362348,16006.80157,-0.07241059,-0.067598516,278520,209256,69236,63043,83107,1.318258966,99.9,0.016,146150,7288.18,5611.981,4545.421,1652.27,2416.516,512.259,233.788,373.575,22637.127,0.50231604,,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,27.41085325
03-01-2012,1454.67904,4.886318,7.91242,,3693.644531,,,0.054989547,0.057531649,0.052832242,0.619545439,0.681573533,0.559270223,0.651822388,115.646,53261.63113,539.88,2444.891,1919.206,28.787,1,0,0,1,21,111600,201100,184100,82900,18800,18000,13000,3,0,0,49.3,71418,23454,362348,16006.80157,-0.07241059,-0.067598516,278520,209256,69236,63043,83107,1.318258966,99.9,0.016,146150,7288.18,5611.981,4545.421,1652.27,2416.516,512.259,233.788,373.575,22637.127,0.50231604,,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,25.5171809
04-01-2012,1383.085355,4.876486,7.907346,,3477.214111,,,0.050215815,0.052353667,0.048416852,0.618502851,0.682746542,0.556064434,0.651676957,116.2564,53368.74854,612.8,5282.856,2388.369,79.64,0,1,1,3,18,99500,224000,190200,90300,22900,23100,14000,3,0,0,44.89,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1053.2,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,23.62387147
05-01-2012,1256.578116,4.899366,7.916651,,2854.047852,,,0.051653198,0.054867105,0.048926908,0.620977316,0.683569881,0.560133868,0.65149078,117.1095,53075.6417,591.976,4917.099,1940.036,62.599,0,0,0,0,23,98900,181000,182500,113300,32500,33500,12400,3,0,0,40.41,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1053.2,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,19.87806978
06-01-2012,1250.914708,4.85397,8.017071,,2669.790039,,,0.05010013,0.053357196,0.047346262,0.618068474,0.681350271,0.556544977,0.651285452,118.2616,53594.96399,630.102,2025.235,1776.323,42.428,0,0,0,1,20,93800,213600,255800,154900,38800,31300,11600,4,0,0,46.04,87274,28236,379798,16710.39051,0.043955623,0.048158124,286217,213253,72898,68755,85167,1.23870264,100.4,0.012,153922,7307.183,5632.521,4568.205,1656.035,2437.994,512.106,235.881,375.183,22728.254,0.502257279,1053.2,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,16.93771679
07-01-2012,1424.697673,4.85724,7.907315,,2889.866943,,,0.04877671,0.049173797,0.048442195,0.617842144,0.680475971,0.55694288,0.651058285,119.0095,53791.97029,697.753,5126.414,2478.859,47.806,0,0,0,0,22,92800,235000,188400,102900,31600,25700,12400,4,0,0,43.21,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,17.00896477
08-01-2012,1209.697283,4.957084,8.252458,,2828.880615,,,0.04979287,0.048481998,0.050895617,0.611272932,0.672625512,0.551613902,0.650865415,119.6725,54335.39407,630.949,3723.979,1851.952,47.687,0,0,0,0,23,103300,201100,182400,111300,29500,23300,15400,4,0,0,47.48,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,18.53263234
09-01-2012,1290.272206,4.90497,7.905922,,3733.721924,,,0.054525936,0.05201869,0.05665281,0.620836043,0.679764168,0.563529055,0.650758592,120.287,55064.40813,598.26,3075.57,1985.962,46.219,0,0,0,0,20,106400,263200,286200,132100,26500,20200,8900,1,0,0,43,80526,26268,382258,16745.28499,0.002088191,0.006477127,285535,215562,69967,69960,89278,1.276129217,101.8,0.02,159238,7330.835,5656.652,4590.528,1659.335,2460.341,512.149,237.858,376.945,22827.799,0.502213902,,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,21.43095806
10-01-2012,1461.46163,5.020857,8.2163,,3688.771484,,,0.051815057,0.052262651,0.051438075,0.61719179,0.679806016,0.556302678,0.650774166,120.7762,55349.74819,749.774,5962.887,2566.727,44.186,0,0,0,1,22,110000,233500,182500,68800,20500,18600,7700,1,0,0,42.79,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1081.3,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,23.59249531
11-01-2012,1659.064149,5.042775,8.031177,,4246.935547,,,0.049210606,0.048477421,0.049829585,0.614827036,0.675776209,0.555559588,0.650874056,121.2896,56541.02445,843.64,4701.555,2060.273,70.491,0,1,0,0,22,118500,197400,156100,86500,45300,27600,9600,1,0,0,44.3,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1081.3,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,25.42225413
12-01-2012,1762.816821,5.080619,8.091842,,6879.890625,,,0.052422048,0.052736837,0.052157824,0.621680987,0.68576817,0.559364679,0.651015452,121.8718,58981.69556,762.618,3082.165,2389.045,86.898,0,1,1,4,17,73900,208700,327300,225500,43200,19400,9800,2,0,0,44.27,87602,28020,399067,17410.69399,0.039737096,0.043972919,295566,225110,70496,71695,90925,1.268219541,102,0.022,162620,7356.85,5680.502,4608.886,1662.197,2479.506,512.475,239.294,377.927,22920.798,0.50224137,1081.3,1537,398,497,610,723,830,949,1100,1298,1633,350.43,369334,0.85367037,102.8940568,98.80306857,19402437,0.018664311,22728254,17563896,5164358,2219775,3287715,3191878,3056405,2590112,1779047,1018697,420267,0.64,0.80193246,18.781083,0.273,1634,76.6578,272.8391,61.8446,545.1,3957.2,33647.14483,27.89454735
01-01-2013,1515.563794,5.023071,8.060044,,4939.512207,,,0.057991104,0.057178514,0.058669921,0.609052788,0.672664171,0.547205711,0.651115868,122.5833,56585.46109,736.944,1600.49,2131.97,71.356,1,1,1,2,21,77400,207700,188000,75100,19000,19300,19400,2,0,0,40.24,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,29.38654067
02-01-2013,1442.783329,5.140272,8.224159,,3799.797363,,,0.060858374,0.061993896,0.059899833,0.61446577,0.676630163,0.554032138,0.651172274,123.0199,56160.54127,580.043,7245.369,1859.63,70.543,0,0,0,0,20,87500,168200,145800,58100,13800,14300,12800,2,0,0,45.6,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,28.60602645
03-01-2013,1494.53245,5.077154,8.235118,,4351.379395,,,0.059640261,0.059940319,0.059386011,0.614076395,0.674563162,0.555279933,0.651125836,123.598,57275.21901,617.293,3018.143,1874.085,48.71,1,1,1,1,20,121600,223900,203400,84700,17600,18900,12300,3,0,0,44.4,69596,23047,369502,16041.64292,-0.078632768,-0.074085304,280939,211429,69493,66510,79924,1.201683957,102.4,0.025,146434,7386,5710.847,4631.968,1667.036,2501.046,513.012,240.861,379.988,23033.925,0.502256519,,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,27.13221467
04-01-2013,1198.571522,5.018964,8.276952,,3424.300049,,,0.056088367,0.057343191,0.055022502,0.615639256,0.676081675,0.556882883,0.650875781,124.5521,56540.13176,593.493,5797.923,2342.749,89.426,0,0,0,3,19,107700,226600,202600,95900,22900,22300,18100,3,0,0,36.7,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1105,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,23.80630906
05-01-2013,1415.179078,4.97315,8.02278,,3134.721924,,,0.055572246,0.056133873,0.055097999,0.615376794,0.677183819,0.555291148,0.650384177,125.5426,56628.73048,706.331,4748.945,2099.006,44.839,0,0,0,0,23,106200,201900,198300,127300,32900,31900,12100,3,0,0,43.79,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1105,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,20.28037241
06-01-2013,1170.703381,4.997081,8.130215,,2988.445313,,,0.055292169,0.05478507,0.055720352,0.614609136,0.675689992,0.55522641,0.649801572,126.3188,56943.38072,654.902,2229.56,2068.742,47.839,0,0,0,1,19,100500,220900,273200,171700,37000,29700,11100,4,0,0,49.64,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1105,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,17.4070779
07-01-2013,1399.530637,4.868937,7.809191,,3218.198486,,,0.053295885,0.052293176,0.054140751,0.613128129,0.674485984,0.553487188,0.649192633,126.6947,57691.19359,725.929,5150.699,2398.975,63.368,0,0,0,0,23,98300,247400,210700,124500,35500,24300,12800,4,0,0,41.97,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,17.96799607
08-01-2013,1199.030512,5.06589,8.098211,,3312.047852,,,0.056459539,0.055569968,0.057212104,0.605982755,0.665523429,0.548119041,0.648490779,126.8645,58282.01999,729.108,4897.964,1951.228,51.49,0,0,0,0,22,110100,215000,204200,131700,30500,25300,12700,4,0,0,46.4,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,19.67151651
09-01-2013,1285.699875,5.039227,8.138353,,3821.843018,,,0.056604765,0.056067334,0.057062183,0.6146133,0.673404219,0.55748884,0.647644059,127.3173,58625.33536,734.725,1841.434,2491.622,50.75,0,0,0,0,21,116800,280200,296000,148100,23500,18700,9600,1,0,1,51.66,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,22.91162351
10-01-2013,1574.435691,5.108886,8.35214,,4344.773438,,,0.055865277,0.053494906,0.057873018,0.610970657,0.669938298,0.553698028,0.646778789,128.2188,59097.3521,823.741,6519.266,1921.289,51.671,0,0,0,1,22,124500,236100,192100,78100,19900,19800,8700,1,0,0,53.16,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1114.2,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,24.24748119
11-01-2013,1576.22275,5.108555,8.104479,,4525.069824,,,0.054269627,0.052373957,0.055876651,0.608389831,0.667272504,0.551223038,0.646106023,129.1325,59292.47747,796.518,5330.105,2204.139,88.048,0,1,0,0,21,121200,217900,164200,99300,45300,25500,9700,1,0,0,47.72,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1114.2,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,25.09387911
12-01-2013,1897.742974,5.137767,7.737413,,8368.519531,,,0.05675152,0.054909776,0.058309224,0.612618607,0.672794916,0.554219758,0.645689507,130.1513,63018.06969,834.02,3061.992,2574.626,81.403,0,1,1,4,18,87500,229300,362200,238100,43600,19100,10900,2,0,0,47.6,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1114.2,1564,,,,,,,,,,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.62,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,27.43864926
01-01-2014,1431.416965,5.13926,7.909753,,5814.73584,,,0.063764851,0.064115434,0.06346941,0.600218464,0.661534,0.540706989,0.645532058,131.0204,60638.51291,843.145,2884.92,1730.105,88.865,1,1,1,2,21,86400,220900,215500,84700,20000,18100,19800,2,0,0,46.7,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,29.50529731
02-01-2014,1295.234895,5.188815,8.032137,,4472.916016,,,0.06802136,0.07236307,0.064340266,0.606661617,0.669162079,0.545993168,0.645607768,131.6592,60168.12208,730.914,7372.303,1852.129,80.976,0,0,0,0,20,108100,176900,152300,56500,14600,15000,12400,2,1,0,48.63,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,28.74597902
03-01-2014,1298.673707,5.218802,7.704807,,4647.788574,,,0.062333622,0.066427572,0.058834734,0.609397234,0.669528054,0.551022113,0.645889871,132.302,60263.17252,620.104,3232.048,2395.84,60.686,1,0,0,1,20,121200,210000,175900,78500,20400,18000,12100,3,0,0,47.89,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,27.06307973
04-01-2014,1500.886595,5.181195,7.428785,20.11714,4874.59668,30117.68945,22256.65039,0.058187655,0.059375053,0.05717954,0.609793611,0.670249992,0.551106925,0.646244721,133.0742,61487.31347,726.665,5929.157,1965.979,65.046,0,1,1,3,19,112200,281700,251200,102800,23900,21100,14600,3,0,0,44.78,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1123,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,23.80181635
05-01-2014,1255.636159,5.22793,7.259985,20.247948,4114.753906,30427.5332,20680.2207,0.058467534,0.060700112,0.056558517,0.609140117,0.668008785,0.551999131,0.646548727,133.8786,60666.58389,902.448,5213.348,1951.169,79.739,0,0,0,0,22,116700,212100,200700,127700,29300,31300,12800,3,0,0,49.22,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1123,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,21.4460914
06-01-2014,1248.203353,5.172277,7.598876,19.993158,3471.268799,29965.04688,21596.22852,0.058786433,0.058733214,0.058831823,0.608558245,0.66679758,0.552032396,0.646693192,134.7883,60777.50076,814.683,4283.764,2209.899,63.958,0,0,0,1,20,106500,235700,274900,175300,40700,30600,10600,4,0,0,48.91,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1123,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,18.39642445
07-01-2014,1295.34551,5.237213,7.208424,19.888559,3893.320557,30473.02539,22673.70508,0.060333093,0.0594251,0.061105381,0.607152008,0.665634299,0.550398619,0.646666618,135.7666,61336.35923,828.279,5919.544,1989.049,56.482,0,0,0,0,23,107300,246400,224800,135400,35500,24900,13100,4,0,0,50.66,78079,26147,400824,17022.92045,0.001402993,0.005050024,298128,226202,71925,79236,87938,1.109823817,106.4,0.023,167174,7541.744,5865.618,4735.56,1688.542,2565.903,515.043,243.759,386.761,23546.136,0.502719554,,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,17.60291011
08-01-2014,1273.485672,5.329849,7.504777,20.451163,3914.160156,29695.625,21626.35742,0.05960849,0.059270297,0.059898054,0.608059599,0.664984483,0.552825367,0.646486913,136.6681,61660.51029,773.501,4512.836,1930.917,64.065,0,0,0,0,21,119400,222000,213000,140100,32200,25200,14900,4,0,0,47.62,78079,26147,400824,17022.92045,0.001402993,0.005050024,298128,226202,71925,79236,87938,1.109823817,106.4,0.023,167174,7541.744,5865.618,4735.56,1688.542,2565.903,515.043,243.759,386.761,23546.136,0.502719554,,1455,415,511,612,728,844,960,1113,1308,1688,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.62,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,18.30233398
