Monthly.Price.Index.18,Avg.Mean.Temp,Avg.Precipitation.mm,Nominal.GDP.Per.Capita.USD,Annual_CPI,Int.Tourism.Arrivals,nov15.flag
-0.096495691,0.335505534,-0.00749791,0.486872573,-1.532534451,1.311889619,-0.130118936
