index,Metal,Title,Headline,Ref Link,Location,Date,Time,Date-Time
0,Aluminium,LIVE FUTURES REPORT 17/01, SHFE base metals prices mixed amid trade uncertainty; Ni drops 2.1%,https://metalbulletin.com/Article/3914412/Aluminium/LIVE-FUTURES-REPORT-1701-SHFE-base-metals-prices-mixed-amid-trade-uncertainty-Ni-drops-21.html,Shanghai,2020-01-17,05:13,2020-01-17 05:13:00
1,Aluminium,IN CASE YOU MISSED IT, 5 key stories from January 16,https://metalbulletin.com/Article/3914401/Aluminium/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-16.html,New York,2020-01-17,00:05,2020-01-17 00:05:00
2,Aluminium,"US, EU, Japan tackle subsidies; aluminium trade groups upbeat","US, EU, Japan tackle subsidies; aluminium trade groups upbeat",https://metalbulletin.com/Article/3914405/Aluminium/US-EU-Japan-tackle-subsidies-aluminium-trade-groups-upbeat.html,New York,2020-01-16,23:07,2020-01-16 23:07:00
3,Aluminium,LIVE FUTURES REPORT 16/01, LME nickel price tumbles 3.5%; tin gathers momentum,https://metalbulletin.com/Article/3914378/Aluminium/LIVE-FUTURES-REPORT-1601-LME-nickel-price-tumbles-35-tin-gathers-momentum.html,London,2020-01-16,18:32,2020-01-16 18:32:00
4,Aluminium,LIVE FUTURES REPORT 16/01," LME lead breaches $2,000/t in 2% price surge; zinc back above $2,400/t",https://metalbulletin.com/Article/3914217/Aluminium/LIVE-FUTURES-REPORT-1601-LME-lead-breaches-2000t-in-2-price-surge-zinc-back-above-2400t.html,London,2020-01-16,10:32,2020-01-16 10:32:00
5,Aluminium,AT A GLANCE," South32 Hillside, Mozal H1 2020 aluminium output strong despite load shedding ",https://metalbulletin.com/Article/3914215/Aluminium/AT-A-GLANCE-South32-Hillside-Mozal-H1-2020-aluminium-output-strong-despite-load-shedding.html,London,2020-01-16,10:25,2020-01-16 10:25:00
6,Aluminium,LIVE FUTURES REPORT 16/01," SHFE base metal prices broadly strengthen after US, China sign trade deal; copper little changed",https://metalbulletin.com/Article/3914202/Aluminium/LIVE-FUTURES-REPORT-1601-SHFE-base-metal-prices-broadly-strengthen-after-US-China-sign-trade-deal.html,Shanghai,2020-01-16,05:47,2020-01-16 05:47:00
7,Aluminium,"Carbon-free aluminium premium will emerge later, Alcoa says","Carbon-free aluminium premium will emerge later, Alcoa says",https://metalbulletin.com/Article/3914204/Aluminium/Carbon-free-aluminium-premium-will-emerge-later-Alcoa-says.html,New York,2020-01-16,04:45,2020-01-16 04:45:00
8,Aluminium,IN CASE YOU MISSED IT, 5 key stories from January 15,https://metalbulletin.com/Article/3914197/Aluminium/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-15.html,New York,2020-01-16,00:05,2020-01-16 00:05:00
9,Aluminium,LIVE FUTURES REPORT 15/01," Strong buying sees LME lead price soar 2.5%; nickel back above $14,000",https://metalbulletin.com/Article/3914172/Aluminium/LIVE-FUTURES-REPORT-1501-Strong-buying-sees-LME-lead-price-soar-25-nickel-back-above-14000.html,London,2020-01-15,18:00,2020-01-15 18:00:00
10,Aluminium,HOTTER ON METALS, Shining a light on warehouse cancellations ,https://metalbulletin.com/Article/3914169/Aluminium/HOTTER-ON-METALS-Shining-a-light-on-warehouse-cancellations.html,New York,2020-01-15,17:31,2020-01-15 17:31:00
11,Aluminium,BASE METALS WARRANT REPORT 15/01,BASE METALS WARRANT REPORT 15/01,https://metalbulletin.com/Article/3914133/Aluminium/BASE-METALS-WARRANT-REPORT-1501.html,London,2020-01-15,17:14,2020-01-15 17:14:00
12,Aluminium,INTERVIEW, Rusal marketing head says lower China aluminium production will maintain market deficit in Asia,https://metalbulletin.com/Article/3913649/Aluminium/INTERVIEW-Rusal-marketing-head-says-lower-China-aluminium-production-will-maintain-market-deficit-in.html,Singapore,2020-01-15,12:18,2020-01-15 12:18:00
13,Aluminium,LIVE FUTURES REPORT 15/01, LME lead price climbs 1% in continued uptick; Al unmoved despite 52kt fresh cancelation,https://metalbulletin.com/Article/3913978/Aluminium/LIVE-FUTURES-REPORT-1501-LME-lead-price-climbs-1-in-continued-uptick-Al-unmoved-despite-52kt-fresh.html,London,2020-01-15,10:14,2020-01-15 10:14:00
14,Aluminium,"Jingxi Tiangui’s phase-one alumina project starts production, sources say","Jingxi Tiangui’s phase-one alumina project starts production, sources say",https://metalbulletin.com/Article/3913050/Aluminium/Jingxi-Tianguis-phase-one-alumina-project-starts-production-sources-say.html,Shanghai,2020-01-15,06:20,2020-01-15 06:20:00
15,Aluminium,LIVE FUTURES REPORT 15/01, Most SHFE base metals prices edge higher on trade optimism,https://metalbulletin.com/Article/3913969/Aluminium/LIVE-FUTURES-REPORT-1501-Most-SHFE-base-metals-prices-edge-higher-on-trade-optimism.html,Shanghai,2020-01-15,04:42,2020-01-15 04:42:00
16,Aluminium,IN CASE YOU MISSED IT, 5 key stories from January 14,https://metalbulletin.com/Article/3913956/Aluminium/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-14.html,New York,2020-01-15,00:05,2020-01-15 00:05:00
17,Aluminium,Novelis acquisition of Aleris delayed,Novelis acquisition of Aleris delayed,https://metalbulletin.com/Article/3913938/Aluminium/Novelis-acquisition-of-Aleris-delayed.html,New York,2020-01-14,19:19,2020-01-14 19:19:00
18,Aluminium,LIVE FUTURES REPORT 14/01, LME copper price hits 9-mth high; lead up 2%,https://metalbulletin.com/Article/3913929/Aluminium/LIVE-FUTURES-REPORT-1401-LME-copper-price-hits-9-mth-high-lead-up-2.html,London,2020-01-14,18:20,2020-01-14 18:20:00
19,Aluminium,LIVE FUTURES REPORT 14/01, LME nickel price sinks 3% on selling pressure; copper holds gains ,https://metalbulletin.com/Article/3913792/Aluminium/LIVE-FUTURES-REPORT-1401-LME-nickel-price-sinks-3-on-selling-pressure-copper-holds-gains.html,London,2020-01-14,10:18,2020-01-14 10:18:00
20,Aluminium,LIVE FUTURES REPORT 14/01,Nickel leads SHFE base metals downward; copper up by 0.5%,https://metalbulletin.com/Article/3913771/Aluminium/LIVE-FUTURES-REPORT-1401-Nickel-leads-SHFE-base-metals-downward-copper-up-by-05.html,Shanghai,2020-01-14,05:20,2020-01-14 05:20:00
21,Aluminium,LIVE FUTURES REPORT 13/01,"LME copper nears $6,300/t in 1.3% uptick; outflows fail to bolster Al",https://metalbulletin.com/Article/3913741/Aluminium/LIVE-FUTURES-REPORT-1301-LME-copper-nears-6300t-in-13-uptick-outflows-fail-to-bolster-Al.html,London,2020-01-13,17:45,2020-01-13 17:45:00
22,Aluminium,LIVE FUTURES REPORT 13/01,LME nickel price pushes higher amid fresh cancelation; Al weak despite outflows,https://metalbulletin.com/Article/3913581/Aluminium/LIVE-FUTURES-REPORT-1301-LME-nickel-price-pushes-higher-amid-fresh-cancelation-Al-weak-despite.html,London,2020-01-13,10:31,2020-01-13 10:31:00
23,Aluminium,NEWSBREAK,"China to rename certain copper, aluminium scrap products in July",https://metalbulletin.com/Article/3913580/Aluminium/NEWSBREAK-China-to-rename-certain-copper-aluminium-scrap-products-in-July.html,London,2020-01-13,09:46,2020-01-13 09:46:00
24,Aluminium,LIVE FUTURES REPORT 13/01,"SHFE base metals prices subdued; Al slumps 1.2%, Ni rises 1%",https://metalbulletin.com/Article/3913565/Aluminium/LIVE-FUTURES-REPORT-1301-SHFE-base-metals-prices-subdued-Al-slumps-12-Ni-rises-1.html,Singapore,2020-01-13,05:41,2020-01-13 05:41:00
25,Aluminium,IN CASE YOU MISSED IT,5 key stories from January 10,https://metalbulletin.com/Article/3913546/Aluminium/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-10.html,New York,2020-01-13,00:05,2020-01-13 00:05:00
26,Aluminium,LIVE FUTURES REPORT 10/01,"LME base metals consolidate higher on low turnover; Al stays above $1,800",https://metalbulletin.com/Article/3913528/Aluminium/LIVE-FUTURES-REPORT-1001-LME-base-metals-consolidate-higher-on-low-turnover-Al-stays-above-1800.html,London,2020-01-10,18:35,2020-10-01 18:35:00
27,Aluminium,PEOPLE MOVES,Gerald copper trader Markus Hazell joins Hartree Partners,https://metalbulletin.com/Article/3913524/Aluminium/PEOPLE-MOVES-Gerald-copper-trader-Markus-Hazell-joins-Hartree-Partners.html,London,2020-01-10,17:40,2020-10-01 17:40:00
28,Aluminium,LME aluminium cancellations extend queue time at Port Klang warehouses,LME aluminium cancellations extend queue time at Port Klang warehouses,https://metalbulletin.com/Article/3913191/Aluminium/LME-aluminium-cancellations-extend-queue-time-at-Port-Klang-warehouses.html,London,2020-01-10,16:13,2020-10-01 16:13:00
29,Aluminium,SHFE STOCKS REPORT 10/01,Mixed movements in stocks,https://metalbulletin.com/Article/3913083/Aluminium/SHFE-STOCKS-REPORT-1001-Mixed-movements-in-stocks.html,Shanghai,2020-01-10,11:05,2020-10-01 11:05:00
30,Aluminium,LIVE FUTURES REPORT 10/01,Stock volatility fails to bolster LME Al; tin leads gains in low-vol trade,https://metalbulletin.com/Article/3913079/Aluminium/LIVE-FUTURES-REPORT-1001-Stock-volatility-fails-to-bolster-LME-Al-tin-leads-gains-in-low-vol-trade.html,London,2020-01-10,10:42,2020-10-01 10:42:00
31,Aluminium,LIVE FUTURES REPORT 10/01,SHFE base metals prices consolidate as focus turns to US jobs report,https://metalbulletin.com/Article/3913048/Aluminium/LIVE-FUTURES-REPORT-1001-SHFE-base-metals-prices-consolidate-as-focus-turns-to-US-jobs-report.html,Shanghai,2020-01-10,04:50,2020-10-01 04:50:00
32,Aluminium,LIVE FUTURES REPORT 09/01,"Stock inflow tempers LME zinc under $2,400/t; Al consolidates",https://metalbulletin.com/Article/3913018/Aluminium/LIVE-FUTURES-REPORT-0901-Stock-inflow-tempers-LME-zinc-under-2400t-Al-consolidates.html,London,2020-01-09,18:10,2020-09-01 18:10:00
33,Aluminium,LIVE FUTURES REPORT 09/01,"LME aluminium price holds below $1,800/t despite 120kt fresh cancelation; nickel rallies above $14k/t",https://metalbulletin.com/Article/3912875/Aluminium/LIVE-FUTURES-REPORT-0901-LME-aluminium-price-holds-below-1800t-despite-120kt-fresh-cancelation-nickel.html,London,2020-01-09,10:32,2020-09-01 10:32:00
34,Aluminium,LIVE FUTURES REPORT 09/01,SHFE base metals prices mixed amid easing US-Iran tensions,https://metalbulletin.com/Article/3912866/Aluminium/LIVE-FUTURES-REPORT-0901-SHFE-base-metals-prices-mixed-amid-easing-US-Iran-tensions.html,Shanghai,2020-01-09,05:08,2020-09-01 05:08:00
35,Aluminium,LIVE FUTURES REPORT 08/01,"LME zinc surpasses $2,400/t in rally; turnover hits 4-mth high",https://metalbulletin.com/Article/3912835/Aluminium/LIVE-FUTURES-REPORT-0801-LME-zinc-surpasses-2400t-in-rally-turnover-hits-4-mth-high.html,London,2020-01-08,18:00,2020-08-01 18:00:00
36,Aluminium,China allows further scrap imports as renaming process moves ahead,China allows further scrap imports as renaming process moves ahead,https://metalbulletin.com/Article/3912789/Aluminium/China-allows-further-scrap-imports-as-renaming-process-moves-ahead.html,London,2020-01-08,16:08,2020-08-01 16:08:00
37,Aluminium,PEOPLE MOVES,Natarajan to head global trading unit at Metal Exchange Corp,https://metalbulletin.com/Article/3912694/Aluminium/PEOPLE-MOVES-Natarajan-to-head-global-trading-unit-at-Metal-Exchange-Corp.html,New York,2020-01-08,14:13,2020-08-01 14:13:00
38,Aluminium,LIVE FUTURES REPORT 08/01,Fresh 4.6kt inflow tempers LME nickel price; Al dips despite outflows,https://metalbulletin.com/Article/3912658/Aluminium/LIVE-FUTURES-REPORT-0801-Fresh-46kt-inflow-tempers-LME-nickel-price-Al-dips-despite-outflows.html,London,2020-01-08,10:24,2020-08-01 10:24:00
39,Aluminium,LIVE FUTURES REPORT 08/01,SHFE base metals prices hold up well despite flare-up in US-Iran tensions,https://metalbulletin.com/Article/3912654/Aluminium/LIVE-FUTURES-REPORT-0801-SHFE-base-metals-prices-hold-up-well-despite-flare-up-in-US-Iran-tensions.html,Shanghai,2020-01-08,07:38,2020-08-01 07:38:00
40,Aluminium,LIVE FUTURES REPORT 07/01,"LME zinc price gains top complex in thin trading day; Al closes above $1,800/t",https://metalbulletin.com/Article/3912623/Aluminium/LIVE-FUTURES-REPORT-0701-LME-zinc-price-gains-top-complex-in-thin-trading-day-Al-closes-above-1800t.html,London,2020-01-07,18:02,2020-07-01 18:02:00
41,Aluminium,TRADE CASE MONITOR,Around the global steel markets in December 2019,https://metalbulletin.com/Article/3912455/Aluminium/TRADE-CASE-MONITOR-Around-the-global-steel-markets-in-December-2019.html,Dnepr,2020-01-07,10:35,2020-07-01 10:35:00
42,Aluminium,LIVE FUTURES REPORT 07/01,LME nickel nears $14k/t in steady uptick; zinc holds,https://metalbulletin.com/Article/3912459/Aluminium/LIVE-FUTURES-REPORT-0701-LME-nickel-nears-14kt-in-steady-uptick-zinc-holds.html,London,2020-01-07,10:15,2020-07-01 10:15:00
43,Aluminium,LIVE FUTURES REPORT 07/01,"SHFE base metals prices broadly up, geopolitical tensions cap gains",https://metalbulletin.com/Article/3912450/Aluminium/LIVE-FUTURES-REPORT-0701-SHFE-base-metals-prices-broadly-up-geopolitical-tensions-cap-gains.html,Shanghai,2020-01-07,05:35,2020-07-01 05:35:00
44,Aluminium,LIVE FUTURES REPORT 06/01,LME Al price hits 6-mth high despite 30kt rewarranting; C/3M widens,https://metalbulletin.com/Article/3912426/Aluminium/LIVE-FUTURES-REPORT-0601-LME-Al-price-hits-6-mth-high-despite-30kt-rewarranting-C3M-widens.html,London,2020-01-06,17:54,2020-06-01 17:54:00
45,Aluminium,MJP aluminium stocks inch up in November,MJP aluminium stocks inch up in November,https://metalbulletin.com/Article/3912304/Aluminium/MJP-aluminium-stocks-inch-up-in-November.html,Singapore,2020-01-06,11:22,2020-06-01 11:22:00
46,Aluminium,LIVE FUTURES REPORT 06/01,Fresh inflows pressure LME nickel price lower; zinc holds gains,https://metalbulletin.com/Article/3912303/Aluminium/LIVE-FUTURES-REPORT-0601-Fresh-inflows-pressure-LME-nickel-price-lower-zinc-holds-gains.html,London,2020-01-06,10:33,2020-06-01 10:33:00
47,Aluminium,LIVE FUTURES REPORT 06/01,SHFE base metals display mild strength as participants return to market; zinc climbs 1.3%,https://metalbulletin.com/Article/3912273/Aluminium/LIVE-FUTURES-REPORT-0601-SHFE-base-metals-display-mild-strength-as-participants-return-to-market-zinc.html,Singapore,2020-01-06,05:23,2020-06-01 05:23:00
48,Aluminium,LIVE FUTURES REPORT 03/01,LME nickel price tumbles 3.3% in downtrend; tin follows lower,https://metalbulletin.com/Article/3912222/Aluminium/LIVE-FUTURES-REPORT-0301-LME-nickel-price-tumbles-33-in-downtrend-tin-follows-lower.html,London,2020-01-03,18:40,2020-03-01 18:40:00
49,Aluminium,LIVE FUTURES REPORT 03/01,"LME nickel price dips below $14,000/t after 3,000t inflow; tin suffers",https://metalbulletin.com/Article/3911942/Aluminium/LIVE-FUTURES-REPORT-0301-LME-nickel-price-dips-below-14000t-after-3000t-inflow-tin-suffers.html,London,2020-01-03,10:24,2020-03-01 10:24:00
50,Aluminium,SHFE STOCKS REPORT 03/01,Stocks for all base metals but nickel rise,https://metalbulletin.com/Article/3911938/Aluminium/SHFE-STOCKS-REPORT-0301-Stocks-for-all-base-metals-but-nickel-rise.html,Shanghai,2020-01-03,09:52,2020-03-01 09:52:00
51,Aluminium,LIVE FUTURES REPORT 03/01,SHFE base metals prices mostly down; Ni retreats 1.8%,https://metalbulletin.com/Article/3911933/Aluminium/LIVE-FUTURES-REPORT-0301-SHFE-base-metals-prices-mostly-down-Ni-retreats-18.html,Shanghai,2020-01-03,04:46,2020-03-01 04:46:00
52,Aluminium,LIVE FUTURES REPORT 02/01,"LME zinc price breaks above $2,300; copper fails to close above $6,200",https://metalbulletin.com/Article/3911907/Aluminium/LIVE-FUTURES-REPORT-0201-LME-zinc-price-breaks-above-2300-copper-fails-to-close-above-6200.html,London,2020-01-02,18:03,2020-02-01 18:03:00
0,Steel,IN CASE YOU MISSED IT, 5 key stories from January 16,https://metalbulletin.com/Article/3914401/steel/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-16.html,New York,2020-01-17,00:05,2020-01-17 00:05:00
1,Steel,"Make-or-break time for Midland plant, ATI's Wetherbee says","Make-or-break time for Midland plant, ATI's Wetherbee says",https://metalbulletin.com/Article/3914404/steel/Make-or-break-time-for-Midland-plant-ATIs-Wetherbee-says.html,New York,2020-01-16,23:05,2020-01-16 23:05:00
2,Steel,"US HRC slips on cloudy demand, scrap export dip","US HRC slips on cloudy demand, scrap export dip",https://metalbulletin.com/Article/3914403/steel/US-HRC-slips-on-cloudy-demand-scrap-export-dip.html,Chicago,2020-01-16,23:01,2020-01-16 23:01:00
3,Steel,EC amends safeguard measures on HDG for automotive sector,EC amends safeguard measures on HDG for automotive sector,https://metalbulletin.com/Article/3914393/steel/EC-amends-safeguard-measures-on-HDG-for-automotive-sector.html,Dnepr,2020-01-16,20:55,2020-01-16 20:55:00
4,Steel,Vale suspends operations at Ferrous Resources mine,Vale suspends operations at Ferrous Resources mine,https://metalbulletin.com/Article/3914391/steel/Vale-suspends-operations-at-Ferrous-Resources-mine.html,São Paulo,2020-01-16,20:25,2020-01-16 20:25:00
5,Steel,UK FERROUS SCRAP, Market buoyed by European exports,https://metalbulletin.com/Article/3914376/steel/UK-FERROUS-SCRAP-Market-buoyed-by-European-exports.html,Galway,2020-01-16,20:12,2020-01-16 20:12:00
6,Steel,CIS STEEL BILLET, Trading activity revives but still no clarity on price trend,https://metalbulletin.com/Article/3914344/steel/CIS-STEEL-BILLET-Trading-activity-revives-but-still-no-clarity-on-price-trend.html,Dnepr,2020-01-16,18:12,2020-01-16 18:12:00
7,Steel,EU new car sales jump 22% year on year in December,EU new car sales jump 22% year on year in December,https://metalbulletin.com/Article/3914377/steel/EU-new-car-sales-jump-22-year-on-year-in-December.html,Dnepr,2020-01-16,18:08,2020-01-16 18:08:00
8,Steel,EUROPE HDG, Domestic prices up on positive mood in HRC,https://metalbulletin.com/Article/3914263/steel/EUROPE-HDG-Domestic-prices-up-on-positive-mood-in-HRC.html,Dnepr,2020-01-16,17:34,2020-01-16 17:34:00
9,Steel,DAILY SCRAP REPORT, Prices fall sharply in latest US sale,https://metalbulletin.com/Article/3914262/steel/DAILY-SCRAP-REPORT-Prices-fall-sharply-in-latest-US-sale.html,Mugla,2020-01-16,17:07,2020-01-16 17:07:00
10,Steel,EUROPE HRC," Domestic prices stable, prices expected to rise - sources",https://metalbulletin.com/Article/3914259/steel/EUROPE-HRC-Domestic-prices-stable-prices-expected-to-rise-sources.html,Dnepr,2020-01-16,16:25,2020-01-16 16:25:00
11,Steel,TURKEY STEEL BILLET, Prices set to fall on weakening scrap values,https://metalbulletin.com/Article/3914260/steel/TURKEY-STEEL-BILLET-Prices-set-to-fall-on-weakening-scrap-values.html,Mugla,2020-01-16,16:07,2020-01-16 16:07:00
12,Steel,TURKEY LONG STEEL," Firm lira, falling domestic scrap costs drag down prices",https://metalbulletin.com/Article/3914258/steel/TURKEY-LONG-STEEL-Firm-lira-falling-domestic-scrap-costs-drag-down-prices.html,Mugla,2020-01-16,15:50,2020-01-16 15:50:00
13,Steel,"US raises anti-dumping duties on Mexican rebar, Irepas says","US raises anti-dumping duties on Mexican rebar, Irepas says",https://metalbulletin.com/Article/3914256/steel/US-raises-anti-dumping-duties-on-Mexican-rebar-Irepas-says.html,São Paulo,2020-01-16,15:00,2020-01-16 15:00:00
14,Steel,"EGYPT STEEL BILLET, REBAR"," Prices fall, demand weak",https://metalbulletin.com/Article/3914232/steel/EGYPT-STEEL-BILLET-REBAR-Prices-fall-demand-weak.html,Bursa,2020-01-16,14:32,2020-01-16 14:32:00
15,Steel,TURKEY LONG STEEL EXPORTS," Falling scrap costs, low demand push prices downward",https://metalbulletin.com/Article/3914224/steel/TURKEY-LONG-STEEL-EXPORTS-Falling-scrap-costs-low-demand-push-prices-downward.html,Mugla,2020-01-16,14:10,2020-01-16 14:10:00
16,Steel,New US sanctions slow down trading for Iranian semi-finished steel,New US sanctions slow down trading for Iranian semi-finished steel,https://metalbulletin.com/Article/3914223/steel/New-US-sanctions-slow-down-trading-for-Iranian-semi-finished-steel.html,Dnepr,2020-01-16,14:05,2020-01-16 14:05:00
17,Steel,IRON ORE DAILY, Seaborne prices rangebound; low-alumina fines likely to gain interest,https://metalbulletin.com/Article/3914220/steel/IRON-ORE-DAILY-Seaborne-prices-rangebound-low-alumina-fines-likely-to-gain-interest.html,Singapore,2020-01-16,12:05,2020-01-16 12:05:00
18,Steel,COKING COAL DAILY, Import restrictions resurface at Chinese ports,https://metalbulletin.com/Article/3914216/steel/COKING-COAL-DAILY-Import-restrictions-resurface-at-Chinese-ports.html,Singapore,2020-01-16,11:10,2020-01-16 11:10:00
19,Steel,China market participants unfazed by US steel exports in wake of trade war truce ,China market participants unfazed by US steel exports in wake of trade war truce ,https://metalbulletin.com/Article/3914203/steel/China-market-participants-unfazed-by-US-steel-exports-in-wake-of-trade-war-truce.html,Shanghai,2020-01-16,10:57,2020-01-16 10:57:00
